university,database_name,guide_url,,,,
UConn,Key Business Ratios,https://guides.lib.uconn.edu/KeyBusiness,,,,
UConn,Kirk-Othmer Encyclopedia of Chemical Technology,https://guides.lib.uconn.edu/EncyChemTechnology,,,,
UConn,Knovel,https://guides.lib.uconn.edu/Knovel,,,,
UConn,Latin American Newspapers,https://guides.lib.uconn.edu/WNALatAm,,,,
UConn,Latin American Newsstream,https://guides.lib.uconn.edu/LatAmNewstand,,,,
UConn,Latinx Thought & Culture: the NPR Archive 1979-1990,https://ezproxy.lib.uconn.edu/login?url=https://www.proquest.com/latx/advanced,,,,
UConn,Legal Information Source,https://guides.lib.uconn.edu/LegalInformationSource,,,,
UConn,Legal Source,https://guides.lib.uconn.edu/LegalSource,,,,
UConn,LegalTrac,https://guides.lib.uconn.edu/legaltrac,,,,
UConn,Legislative Insight by ProQuest,https://guides.lib.uconn.edu/leginsight,,,,
UConn,LGBT Magazine Archive,https://ezproxy.lib.uconn.edu/login?url=https://www.proquest.com/lgbtmashell?accountid=14518,,,,
UConn,LGBTQ+ Source,https://guides.lib.uconn.edu/LGBT_EBSCO,,,,
UConn,Liberty Magazine,https://guides.lib.uconn.edu/libertymag,,,,
UConn,"Library, Information Science & Technology Abstracts",https://guides.lib.uconn.edu/LISTA,,,,
UConn,"Lily, The",https://guides.lib.uconn.edu/lily,,,,
UConn,Linguistics and Language Behavior Abstracts (LLBA),https://guides.lib.uconn.edu/LLBA,,,,
UConn,Loeb Classical Library,https://guides.lib.uconn.edu/loeb,,,,
UConn,Los Angeles Times (Proquest Historical Newspapers),https://guides.lib.uconn.edu/LATimes,,,,
UConn,LSEG Workspace for Students,https://guides.lib.uconn.edu/Workspace,,,,
UConn,Magill OnLiterature Plus,https://guides.lib.uconn.edu/magill,,,,
UConn,"Making of Modern Law: Foreign, Comparative, and International Law",https://guides.lib.uconn.edu/foreignlaw,,,,
UConn,Making of Modern Law: Landmark Records from the US Court of Appeals,https://ezproxy.lib.uconn.edu/login?url=https://infotrac.gale.com/itweb/nellco_uconn?db=MMLR,,,,
UConn,Making of Modern Law: Legal Treatises,https://guides.lib.uconn.edu/MMLegalTreaties,,,,
UConn,Making of Modern Law: Primary Sources,https://guides.lib.uconn.edu/MMPrimarySources,,,,
UConn,Making of Modern Law: Trials,https://guides.lib.uconn.edu/trialsmoml,,,,
UConn,Making of Modern Law: U.S. Supreme Court Records and Briefs,https://guides.lib.uconn.edu/ussupremecourt,,,,
UConn,Making of the Modern World,https://guides.lib.uconn.edu/MMWG-K,,,,
UConn,Manuscript Women's Letters and Diaries,https://guides.lib.uconn.edu/WomenLettersandDiaries,,,,
UConn,Map and Geographic Information Center,https://guides.lib.uconn.edu/MAGIC,,,,
UConn,MasterFILE Premier,https://guides.lib.uconn.edu/MasterFile,,,,
UConn,MathSciNet (American Mathematical Society),https://guides.lib.uconn.edu/MathSciNet,,,,
UConn,MathSciNet (EBSCO),https://guides.lib.uconn.edu/MathSciEBSCOet,,,,
UConn,Medline (EBSCO),https://guides.lib.uconn.edu/medline,,,,
UConn,Medline (OVID),https://ezproxy.lib.uconn.edu/login?url=https://ovidsp.ovid.com/ovidweb.cgi?T=JS&NEWS=n&CSC=Y&PAGE=main&D=mesz,,,,
UConn,Medline (Web of Science),https://guides.lib.uconn.edu/MedineWoS,,,,
UConn,MedlinePlus,https://guides.lib.uconn.edu/MedlinePlus,,,,
UConn,Medscape,https://guides.lib.uconn.edu/medscape,,,,
UConn,Mental Measurements Yearbook with Tests in Print,https://guides.lib.uconn.edu/MMYBT,,,,
UConn,Merative Micromedex,https://guides.lib.uconn.edu/micromedex,,,,
UConn,Mergent Archives by FTSE Russell,https://guides.lib.uconn.edu/MergentArchives,,,,
UConn,Mergent Online,https://guides.lib.uconn.edu/MergenOnline,,,,
UConn,Mergent Online: Investext,https://guides.lib.uconn.edu/MergentInvestext,,,,
UConn,Meteorological & Geoastrophysical Abstracts,https://guides.lib.uconn.edu/MeteorGeoastrophysical,,,,
UConn,Middle English Compendium,https://guides.lib.uconn.edu/MEC,,,,
UConn,Mintel Reports,https://guides.lib.uconn.edu/MintelReports,,,,
UConn,Mirror Historical Archive,https://guides.lib.uconn.edu/Mirror,,,,
UConn,MIT Encyclopedia of the Cognitive Sciences,https://guides.lib.uconn.edu/MITEncyCognitive,,,,
UConn,MLA Directory of Periodicals,https://guides.lib.uconn.edu/MLADP,,,,
UConn,MLA International Bibliography,https://guides.lib.uconn.edu/MLAnBibliography,,,,
UConn,"Monde, Le",https://guides.lib.uconn.edu/lemonde,,,,
UConn,Monthly Bulletin of Statistics Online,https://guides.lib.uconn.edu/MBStats,,,,
UConn,Music Index,https://guides.lib.uconn.edu/MIO,,,,
UConn,Music Online: Opera in Video,https://guides.lib.uconn.edu/operainvideo,,,,
UConn,NAACP Papers,https://guides.lib.uconn.edu/naacp,,,,
UConn,"Nation Archive, The",https://guides.lib.uconn.edu/NationArchive,,,,
UConn,National Academies Press,https://guides.lib.uconn.edu/NAPress,,,,
UConn,National Citizen and Ballot Box,https://guides.lib.uconn.edu/citizenandballot,,,,
UConn,National Geographic Magazine Digital Archive 1888-2020,https://guides.lib.uconn.edu/ngm,,,,
UConn,National Geologic Map Database,https://guides.lib.uconn.edu/ngmd,,,,
UConn,National Theatre Collection,https://guides.lib.uconn.edu/NatTheatre,,,,
UConn,NatMed Pro (formerly Natural Medicines),https://guides.lib.uconn.edu/Nmedice,,,,
UConn,Nature,https://guides.lib.uconn.edu/NPG,,,,
UConn,Naxos Music Library,https://guides.lib.uconn.edu/NaxosMusic,,,,
UConn,NBER Working Papers,https://guides.lib.uconn.edu/nber,,,,
UConn,NetAdvantage,https://guides.lib.uconn.edu/StandardandPoor,,,,
UConn,New Dictionary of the History of Ideas,https://guides.lib.uconn.edu/DictionaryoftheHistoryofIdeas,,,,
UConn,New Pauly: Encyclopedia of the Ancient World,https://guides.lib.uconn.edu/NewPauly,,,,
UConn,New York Amsterdam News,https://guides.lib.uconn.edu/NYAmsterdam,,,,
UConn,New York Times (Proquest Historical Newspapers),https://guides.lib.uconn.edu/NYTimesHist,,,,
UConn,New York Times,https://guides.lib.uconn.edu/NYTimes,,,,
UConn,Newspaper Source Plus,https://guides.lib.uconn.edu/NewspaperSourcePlus,,,,
UConn,Newspapers through ProQuest,https://guides.lib.uconn.edu/NewsProQuest,,,,
UConn,Nexis Uni,https://guides.lib.uconn.edu/NexisUni,,,,
UConn,Nichols Collection Newspapers,https://guides.lib.uconn.edu/nicholscoll,,,,
UConn,NIFA Enterprise Search (National Institute of Food & Agriculture),https://guides.lib.uconn.edu/CRIS,,,,
UConn,"Nineteenth Century UK Periodicals, Part I",https://guides.lib.uconn.edu/UKPeriodicals,,,,
UConn,Nineteenth-Century British Pamphlets,https://guides.lib.uconn.edu/ncbpamphlets,,,,
UConn,NISO Standards,https://guides.lib.uconn.edu/NISOstandards,,,,
UConn,NOAA Fisheries,https://guides.lib.uconn.edu/noaafish,,,,
UConn,NOAA Institutional Repository,https://guides.lib.uconn.edu/noaa,,,,
UConn,NTRL (National Technical Information Services),https://guides.lib.uconn.edu/ntis,,,,
UConn,O'Reilly for Higher Education,https://guides.lib.uconn.edu/safari,,,,
UConn,OAIster,https://guides.lib.uconn.edu/OAI,,,,
UConn,Oceanic Abstracts,https://guides.lib.uconn.edu/OceanicAbstracts,,,,
UConn,OECD iLibrary,https://guides.lib.uconn.edu/OECD,,,,
UConn,Office of Dietary Supplements Health Information,https://guides.lib.uconn.edu/ODietSuppleHealthInfo,,,,
UConn,OMIM: Online Mendelian Inheritance in Man,https://guides.lib.uconn.edu/OMIM,,,,
UConn,OMMID : Online Metabolic and Molecular Bases of Inherited Disease,https://guides.lib.uconn.edu/OMMBID,,,,
UConn,Open Library,https://guides.lib.uconn.edu/openlibrary,,,,
UConn,Opera del Vocabolario Italiano,https://guides.lib.uconn.edu/OperaOVocabolario,,,,
UConn,Optica,https://guides.lib.uconn.edu/OIinfoBase,,,,
UConn,Organic Syntheses,https://guides.lib.uconn.edu/OrganicSyntheses,,,,
UConn,Ovid eBooks,https://guides.lib.uconn.edu/Ovidonlinebooks,,,,
UConn,Oxford Academic,https://guides.lib.uconn.edu/OxfordAcad,,,,
UConn,Oxford Bibliographies - Anthropology,https://guides.lib.uconn.edu/OxfordAnthro,,,,
UConn,Oxford Bibliographies - Biblical Studies,https://guides.lib.uconn.edu/OBOBiblical,,,,
UConn,Oxford Bibliographies - Classics,https://ezproxy.lib.uconn.edu/login?url=https://www.oxfordbibliographies.com/browse?module_0=obo-9780195389661,,,,
UConn,Oxford Bibliographies - International Relations,https://ezproxy.lib.uconn.edu/login?url=https://www.oxfordbibliographies.com/browse?module_0=obo-9780199743292,,,,
UConn,Oxford Bibliographies - Latin American Studies,https://guides.lib.uconn.edu/latinambiblio,,,,
UConn,Oxford Bibliographies - Medieval Studies,https://guides.lib.uconn.edu/oxfordmedieval,,,,
UConn,Oxford Bibliographies - Music,https://ezproxy.lib.uconn.edu/login?url=https://www.oxfordbibliographies.com/browse?module_0=obo-9780199757824,,,,
UConn,Oxford Bibliographies - Philosophy,https://guides.lib.uconn.edu/oxfordbibphilosophy,,,,
UConn,Oxford Bibliographies - Renaissance and Reformation,https://ezproxy.lib.uconn.edu/login?url=https://www.oxfordbibliographies.com/browse?module_0=obo-9780195399301,,,,
UConn,Oxford Bibliographies - Sociology,https://ezproxy.lib.uconn.edu/login?url=https://www.oxfordbibliographies.com/browse?module_0=obo-9780199756384,,,,
UConn,Oxford Dictionary of National Biography,https://guides.lib.uconn.edu/OxfordDicNatBio,,,,
UConn,Oxford English Dictionary (OED),https://guides.lib.uconn.edu/oed,,,,
UConn,Oxford Handbooks Online,https://guides.lib.uconn.edu/OxfordHandbooks,,,,
UConn,Oxford Music Online,https://guides.lib.uconn.edu/OxfordMusic,,,,
UConn,Oxford Reference,https://guides.lib.uconn.edu/oxfordref,,,,
UConn,Oxford Scholarship Online,https://guides.lib.uconn.edu/OxfordScholarship,,,,
UConn,Patrologia Latina,https://guides.lib.uconn.edu/patrologia,,,,
UConn,PBS Video Collection,https://guides.lib.uconn.edu/pbsvideo,,,,
UConn,PEDro: The Physiotherapy Evidence Database,https://guides.lib.uconn.edu/PEDro,,,,
UConn,Pennsylvania Gazette,https://guides.lib.uconn.edu/penngazette,,,,
UConn,Periodical Archive Online,https://ezproxy.lib.uconn.edu/login?url=https://www.proquest.com/pao/advanced?accountid=14518,,,,
UConn,Philosopher's Index,https://guides.lib.uconn.edu/PhilosophersIndex,,,,
UConn,PhilPapers: Philosophical Research Online,https://guides.lib.uconn.edu/PhilPapers,,,,
UConn,Physical Review Online Archive,https://guides.lib.uconn.edu/prola,,,,
UConn,Pivot-RP,https://guides.lib.uconn.edu/pivot,,,,
UConn,Political Science Complete,https://guides.lib.uconn.edu/poliscicom,,,,
UConn,"Popular Culture in Britain and America, 1950-1975",https://guides.lib.uconn.edu/popculture,,,,
UConn,Preqin Pro,https://guides.lib.uconn.edu/preqin,,,,
UConn,Professional Development Collection,https://guides.lib.uconn.edu/professional,,,,
UConn,Project Euclid,https://guides.lib.uconn.edu/projecteuclid,,,,
UConn,Project Gutenberg,https://guides.lib.uconn.edu/projectgutenburg,,,,
UConn,Project MUSE,https://guides.lib.uconn.edu/ProjMuse,,,,
UConn,ProQuest Congressional,https://guides.lib.uconn.edu/congresspubs,,,,
UConn,ProQuest Dissertations & Theses Global,https://guides.lib.uconn.edu/DissertationsTheses,,,,
UConn,ProQuest Historical Newspapers,https://guides.lib.uconn.edu/ProQHistNews,,,,
UConn,PsycArticles,https://guides.lib.uconn.edu/PsycARTICLES,,,,
UConn,Psychiatry Online,https://guides.lib.uconn.edu/psychiatry,,,,
UConn,Psychology and Behavioral Sciences Collection,https://guides.lib.uconn.edu/PsyandBehSC,,,,
UConn,Psychotherapy.net,https://guides.lib.uconn.edu/psychotherapy,,,,
UConn,PsycInfo (APA PsycInfo),https://guides.lib.uconn.edu/psycinfo,,,,
UConn,PTSDpubs,https://guides.lib.uconn.edu/pilots,,,,
UConn,PubChem,https://guides.lib.uconn.edu/PubChem,,,,
UConn,Public Affairs Index,https://guides.lib.uconn.edu/PAI,,,,
UConn,PubMed,https://guides.lib.uconn.edu/PubMed,,,,
UConn,R2 Digital Library,https://guides.lib.uconn.edu/r2digitallib,,,,
UConn,Race Relations in America,https://guides.lib.uconn.edu/RRAmerica,,,,
UConn,Reader's Guide Retrospective: 1890-1982,https://guides.lib.uconn.edu/rgr,,,,
UConn,Readex,https://guides.lib.uconn.edu/readexallsearch,,,,
UConn,Reaxys,https://guides.lib.uconn.edu/reaxys,,,,
UConn,Recent Researches in Music Online,https://guides.lib.uconn.edu/rrimo,,,,
UConn,Referencia Latina,https://guides.lib.uconn.edu/ReferenciaLatina,,,,
UConn,Regulatory Insight,https://guides.lib.uconn.edu/RegulatoryInsight,,,,
UConn,REHABDATA,https://guides.lib.uconn.edu/CIRRIE,,,,
UConn,Religion and Philosophy Collection,https://guides.lib.uconn.edu/religion,,,,
UConn,ResearchIT CT,https://guides.lib.uconn.edu/ResearchIt,,,,
UConn,Revolution and Protest Online,https://guides.lib.uconn.edu/revolutionprotest,,,,
UConn,Rhizome,https://guides.lib.uconn.edu/rhizome,,,,
UConn,RIA Checkpoint (full access),https://guides.lib.uconn.edu/RIA,,,,
UConn,RIA Checkpoint (Registration link),https://guides.lib.uconn.edu/RIARegistration,,,,
UConn,RIdIM (Répertoire International d'Iconographie Musicale),https://db.ridim.org/search.php,,,,
UConn,RILM Abstracts of Music Literature,https://guides.lib.uconn.edu/RILM,,,,
UConn,RIPM with Full Text,https://guides.lib.uconn.edu/ripm,,,,
UConn,RISM (Répertoire International des Sources Musicales),https://rism.info/index.html,,,,
UConn,RMA eStatement Studies,https://guides.lib.uconn.edu/rma,,,,
UConn,Royal Shakespeare Company Collection,https://guides.lib.uconn.edu/royalshakespearecompany,,,,
UConn,S&P Capital IQ,https://guides.lib.uconn.edu/ciq,,,,
UConn,SAGE Business Cases,https://guides.lib.uconn.edu/sagebusiness,,,,
UConn,Sage Knowledge,https://guides.lib.uconn.edu/sage,,,,
UConn,Science Direct e-books,https://guides.lib.uconn.edu/Elsevierbooks,,,,
UConn,ScienceDirect,https://guides.lib.uconn.edu/sd,,,,
UConn,ScienceDirect Reference Works,https://guides.lib.uconn.edu/sciencedirectrefworks,,,,
UConn,SciFinder - Registration for First-Time Users,https://guides.lib.uconn.edu/SciFinderRegistration,,,,
UConn,SciFinder-n,https://guides.lib.uconn.edu/SciFinder,,,,
UConn,Scitation,https://guides.lib.uconn.edu/scitation,,,,
UConn,Scopus,https://guides.lib.uconn.edu/scopus,,,,
UConn,SDC Platinum,https://guides.lib.uconn.edu/sdc,,,,
UConn,Sefaria,https://guides.lib.uconn.edu/sefaria,,,,
UConn,Sixties: Primary Documents and Personal Narratives 1960-1974,https://guides.lib.uconn.edu/sixties,,,,
UConn,Slavery and Anti-Slavery,https://guides.lib.uconn.edu/SlaveryAntislavery,,,,
UConn,"Slavery, Abolition, and Social Justice",https://guides.lib.uconn.edu/slaveryasj,,,,
UConn,Social Work Abstracts,https://guides.lib.uconn.edu/SWorkAbs,,,,
UConn,SocINDEX with Full Text,https://guides.lib.uconn.edu/socindex,,,,
UConn,SPORTDiscus,https://guides.lib.uconn.edu/sportdiscus,,,,
UConn,Sports Market Analytics,https://guides.lib.uconn.edu/SBRnet,,,,
UConn,Springer Nature Link,https://guides.lib.uconn.edu/SpringLink,,,,
UConn,Springer Nature Link E-books,https://guides.lib.uconn.edu/springerebooks,,,,
UConn,State Papers Online: Early Modern Government in Britain and Europe,https://guides.lib.uconn.edu/statepapers,,,,
UConn,Statista,https://guides.lib.uconn.edu/statista,,,,
UConn,Struggles for Freedom in Southern Africa,https://guides.lib.uconn.edu/Aluka,,,,
UConn,Student Activism,https://guides.lib.uconn.edu/studentact,,,,
UConn,Supreme Court Insight,https://guides.lib.uconn.edu/supremecourt,,,,
UConn,Swank Digital Campus,https://guides.lib.uconn.edu/swank,,,,
UConn,Symptom Media,https://guides.lib.uconn.edu/symptommedia,,,,
UConn,TAIR - The Arabidopsis Information Resource,https://guides.lib.uconn.edu/tair,,,,
UConn,Taylor and Francis Online,https://guides.lib.uconn.edu/TFOnline,,,,
UConn,Teacher Reference Center,https://guides.lib.uconn.edu/TRC,,,,
UConn,Teatro Español del Siglo de Oro,https://guides.lib.uconn.edu/teatro,,,,
UConn,Theatre and Drama Premium,https://guides.lib.uconn.edu/theatrepremium,,,,
UConn,Theatre in Video,https://guides.lib.uconn.edu/theatreinvideo,,,,
UConn,Theologische Realenzyklopädie Online,https://guides.lib.uconn.edu/TRE,,,,
UConn,ThermoDex,https://guides.lib.uconn.edu/ThermoDex,,,,
UConn,Thieme Connect,https://guides.lib.uconn.edu/ThiemeConnect,,,,
UConn,ThomasNET,https://guides.lib.uconn.edu/thomasnet,,,,
UConn,Times Digital Archive 1785-2019,https://guides.lib.uconn.edu/londontimes,,,,
UConn,Times Literary Supplement,https://guides.lib.uconn.edu/TLS,,,,
UConn,Times of India,https://guides.lib.uconn.edu/TimesofIndia,,,,
UConn,Turfgrass Information File (TGIF),https://guides.lib.uconn.edu/TGIF,,,,
UConn,Twentieth Century Drama,https://guides.lib.uconn.edu/americandrama,,,,
UConn,U.S. Congressional Serial Set,https://guides.lib.uconn.edu/USCongressserialset,,,,
UConn,UConn Theses and Dissertations,http://hdl.handle.net/11134/20002:UConnTheses,,,,
UConn,Ulrichsweb: Global Serials Directory,https://guides.lib.uconn.edu/ulrich,,,,
UConn,UNdata,https://guides.lib.uconn.edu/Undata,,,,
UConn,UNESDOC Digital Library,https://guides.lib.uconn.edu/UNESCO,,,,
UConn,United States Pharmacopeia and the National Formulary (USP-NF),https://online.uspnf.com/uspnf,,,,
UConn,United States Relations and Policies in Southeast Asia 1944-1958: Records of the Office of Southeast Asia Affairs,https://guides.lib.uconn.edu/USRelSouthestAsia,,,,
UConn,University Press Library Open,https://guides.lib.uconn.edu/UPLOpen,,,,
UConn,UptoDate Lexidrug,https://guides.lib.uconn.edu/Lexicomp,,,,
UConn,US Hispanic Newsstream,https://guides.lib.uconn.edu/hispanicNewstream,,,,
UConn,USA.gov,https://guides.lib.uconn.edu/usagov,,,,
UConn,VisualDx,https://guides.lib.uconn.edu/visualdx,,,,
UConn,Vogue Archive,https://guides.lib.uconn.edu/vogue,,,,
UConn,Wall Street Journal (Proquest Historical Newspapers),https://guides.lib.uconn.edu/WSJHist,,,,
UConn,Wall Street Journal,https://guides.lib.uconn.edu/WSJ,,,,
UConn,Washington Post (Proquest Historical Newspapers),https://guides.lib.uconn.edu/WashingtonHistorical,,,,
UConn,Wiley Online Library,https://guides.lib.uconn.edu/Wiley,,,,
UConn,"Women and Social Movements in the United States, 1600-2000",https://guides.lib.uconn.edu/women,,,,
UConn,Women: Transnational Networks,https://guides.lib.uconn.edu/WTN,,,,
UConn,Women's Magazine Archive,https://guides.lib.uconn.edu/womenscollection,,,,
UConn,Women's Studies Archive:  Issues and Identities,https://guides.lib.uconn.edu/womensissues,,,,
UConn,Women's Studies International,https://guides.lib.uconn.edu/WSInt,,,,
UConn,World Bank Open Data,https://guides.lib.uconn.edu/worldbankopendata,,,,
UConn,World Health Organization,https://guides.lib.uconn.edu/WHOSIS,,,,
UConn,World Newspaper Archive,https://guides.lib.uconn.edu/WNA,,,,
UConn,World Politics Review (EBSCO),https://guides.lib.uconn.edu/WPREBSCO,,,,
UConn,World Politics Review,https://guides.lib.uconn.edu/WPR,,,,
UConn,World Shakespeare Bibliography Online,https://guides.lib.uconn.edu/worldshakespearebib,,,,
UConn,WorldCat,https://guides.lib.uconn.edu/worldcatdiscovery,,,,
UConn,WRDS : Wharton Research Data Services,https://guides.lib.uconn.edu/WRDS,,,,
UConn,Wright American Fiction,https://guides.lib.uconn.edu/WrightAmFiction,,,,
UConn,WSJ.com,https://wsj.business.uconn.edu/,,,,